row_id,order_id,order_date,ship_date,"Ship Mode",cust_id,cust_name,segment,country_region,city,state_province,post_code,region,product_id,category,sub_category,sales,qty,discount,profit
1033,US-2023-105165,2023-09-07,2023-09-10,"First Class",SZ-20035,"Sam Zeldin","Home Office","United States",Houston,Texas,77036,Central,TEC-AC-10002718,Technology,Accessories,46.69,4.00,0.20,-2.92
1034,US-2023-122882,2023-09-07,2023-09-13,"Standard Class",SB-20290,"Sean Braxton",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,TEC-MA-10004679,Technology,Machines,399.54,4.00,0.70,-559.36
1035,US-2023-131002,2023-09-07,2023-09-12,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Tulsa,Oklahoma,74133,Central,TEC-PH-10000215,Technology,Phones,104.85,3.00,0.00,28.31
1036,US-2023-105165,2023-09-07,2023-09-10,"First Class",SZ-20035,"Sam Zeldin","Home Office","United States",Houston,Texas,77036,Central,TEC-PH-10000675,Technology,Phones,196.78,3.00,0.20,14.76
1037,US-2023-100006,2023-09-07,2023-09-13,"Standard Class",DK-13375,"Dennis Kane",Consumer,"United States","New York City","New York",10024,East,TEC-PH-10002075,Technology,Phones,377.97,3.00,0.00,109.61
1038,US-2023-122882,2023-09-07,2023-09-13,"Standard Class",SB-20290,"Sean Braxton",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,TEC-PH-10003589,Technology,Phones,32.38,3.00,0.40,4.32
1039,US-2023-107818,2023-09-08,2023-09-14,"Standard Class",MC-17275,"Marc Crier",Consumer,"United States",Pasco,Washington,99301,West,FUR-CH-10000454,Furniture,Chairs,975.92,5.00,0.20,121.99
1040,US-2023-139892,2023-09-08,2023-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,78207,Central,FUR-CH-10004287,Furniture,Chairs,1740.06,9.00,0.30,-24.86
1041,US-2023-146283,2023-09-08,2023-09-15,"Standard Class",KT-16465,"Kean Takahito",Consumer,"United States",Houston,Texas,77036,Central,FUR-CH-10004287,Furniture,Chairs,966.70,5.00,0.30,-13.81
1042,US-2023-146815,2023-09-08,2023-09-13,"Standard Class",PP-18955,"Paul Prost","Home Office","United States","New York City","New York",10009,East,FUR-CH-10004289,Furniture,Chairs,172.76,2.00,0.10,13.44
1043,US-2023-123127,2023-09-08,2023-09-12,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States","Long Beach","New York",11561,East,OFF-AP-10001962,"Office Supplies",Appliances,16.78,2.00,0.00,4.20
1044,US-2023-139892,2023-09-08,2023-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,78207,Central,OFF-AP-10002518,"Office Supplies",Appliances,177.98,5.00,0.80,-453.85
1045,US-2023-168592,2023-09-08,2023-09-14,"Standard Class",DP-13390,"Dennis Pardue","Home Office","United States","San Francisco",California,94110,West,OFF-AP-10004785,"Office Supplies",Appliances,56.65,5.00,0.00,24.36
1046,US-2023-107818,2023-09-08,2023-09-14,"Standard Class",MC-17275,"Marc Crier",Consumer,"United States",Pasco,Washington,99301,West,OFF-AR-10000380,"Office Supplies",Art,303.84,8.00,0.00,91.15
1047,US-2023-139892,2023-09-08,2023-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,78207,Central,OFF-AR-10002656,"Office Supplies",Art,32.06,6.00,0.20,6.81
1048,US-2023-107818,2023-09-08,2023-09-14,"Standard Class",MC-17275,"Marc Crier",Consumer,"United States",Pasco,Washington,99301,West,OFF-AR-10003045,"Office Supplies",Art,5.88,2.00,0.00,2.65
1049,US-2023-146815,2023-09-08,2023-09-13,"Standard Class",PP-18955,"Paul Prost","Home Office","United States","New York City","New York",10009,East,OFF-AR-10003469,"Office Supplies",Art,3.52,2.00,0.00,1.69
1050,US-2023-139892,2023-09-08,2023-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,78207,Central,OFF-AR-10004441,"Office Supplies",Art,9.94,3.00,0.20,2.73
1051,US-2023-140032,2023-09-08,2023-09-13,"Standard Class",TS-21340,"Toby Swindell",Consumer,"United States","San Francisco",California,94109,West,OFF-BI-10000822,"Office Supplies",Binders,8.61,2.00,0.20,3.01
1052,US-2023-115987,2023-09-08,2023-09-13,"Second Class",LH-17020,"Lisa Hazard",Consumer,"United States",Tyler,Texas,75701,Central,OFF-BI-10001071,"Office Supplies",Binders,51.18,4.00,0.80,-79.34
1053,US-2023-128839,2023-09-08,2023-09-13,"Standard Class",TT-21070,"Ted Trevino",Consumer,"United States",Chesapeake,Virginia,23320,South,OFF-FA-10002280,"Office Supplies",Fasteners,45.00,9.00,0.00,21.60
1054,US-2023-168592,2023-09-08,2023-09-14,"Standard Class",DP-13390,"Dennis Pardue","Home Office","United States","San Francisco",California,94110,West,OFF-FA-10002988,"Office Supplies",Fasteners,4.02,2.00,0.00,1.97
1055,US-2023-146283,2023-09-08,2023-09-15,"Standard Class",KT-16465,"Kean Takahito",Consumer,"United States",Houston,Texas,77036,Central,OFF-PA-10000482,"Office Supplies",Paper,182.11,6.00,0.20,61.46
1056,US-2023-146283,2023-09-08,2023-09-15,"Standard Class",KT-16465,"Kean Takahito",Consumer,"United States",Houston,Texas,77036,Central,OFF-PA-10002259,"Office Supplies",Paper,17.90,2.00,0.20,6.27
1057,US-2023-107818,2023-09-08,2023-09-14,"Standard Class",MC-17275,"Marc Crier",Consumer,"United States",Pasco,Washington,99301,West,OFF-ST-10000736,"Office Supplies",Storage,485.88,6.00,0.00,19.44
1058,US-2023-139892,2023-09-08,2023-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,78207,Central,OFF-ST-10000991,"Office Supplies",Storage,275.93,3.00,0.20,-58.63
1059,US-2023-168592,2023-09-08,2023-09-14,"Standard Class",DP-13390,"Dennis Pardue","Home Office","United States","San Francisco",California,94110,West,OFF-ST-10002406,"Office Supplies",Storage,14.97,1.00,0.00,4.19
1060,US-2023-163293,2023-09-08,2023-09-11,"First Class",KC-16255,"Karen Carlisle",Corporate,"United States",Macon,Georgia,31204,South,TEC-AC-10000023,Technology,Accessories,83.88,4.00,0.00,30.20
1061,US-2023-132500,2023-09-08,2023-09-12,"Standard Class",GZ-14470,"Gary Zandusky",Consumer,"United States","San Francisco",California,94110,West,TEC-AC-10001383,Technology,Accessories,49.98,2.00,0.00,8.50
1062,US-2023-163293,2023-09-08,2023-09-11,"First Class",KC-16255,"Karen Carlisle",Corporate,"United States",Macon,Georgia,31204,South,TEC-AC-10004209,Technology,Accessories,32.97,3.00,0.00,12.86
1063,US-2023-128839,2023-09-08,2023-09-13,"Standard Class",TT-21070,"Ted Trevino",Consumer,"United States",Chesapeake,Virginia,23320,South,TEC-MA-10000029,Technology,Machines,209.97,3.00,0.00,90.29
1064,US-2023-139892,2023-09-08,2023-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,78207,Central,TEC-MA-10000822,Technology,Machines,8159.95,8.00,0.40,-1359.99
1065,US-2023-139892,2023-09-08,2023-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,78207,Central,TEC-PH-10003931,Technology,Phones,143.98,3.00,0.20,9.00
1066,US-2023-126403,2023-09-09,2023-09-12,"Second Class",RR-19525,"Rick Reed",Corporate,"United States",Lowell,Massachusetts,1852,East,FUR-CH-10003761,Furniture,Chairs,785.88,6.00,0.00,212.19
1067,US-2023-102869,2023-09-09,2023-09-14,"Second Class",LC-17140,"Logan Currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,Furniture,Furnishings,17.47,3.00,0.20,5.02
1068,US-2023-131870,2023-09-09,2023-09-11,"First Class",NF-18595,"Nicole Fjeld","Home Office","United States",Lancaster,Ohio,43130,East,FUR-FU-10002501,Furniture,Furnishings,60.67,6.00,0.20,12.89
1069,US-2023-131870,2023-09-09,2023-09-11,"First Class",NF-18595,"Nicole Fjeld","Home Office","United States",Lancaster,Ohio,43130,East,OFF-AR-10000634,"Office Supplies",Art,30.82,9.00,0.20,2.70
1070,US-2023-144407,2023-09-09,2023-09-15,"Standard Class",MS-17365,"Maribeth Schnelling",Consumer,"United States",Detroit,Michigan,48227,Central,OFF-LA-10003923,"Office Supplies",Labels,103.60,7.00,0.00,51.80
1071,US-2023-102869,2023-09-09,2023-09-14,"Second Class",LC-17140,"Logan Currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,"Office Supplies",Paper,15.55,3.00,0.20,5.44
1072,US-2023-126403,2023-09-09,2023-09-12,"Second Class",RR-19525,"Rick Reed",Corporate,"United States",Lowell,Massachusetts,1852,East,OFF-PA-10001144,"Office Supplies",Paper,166.44,3.00,0.00,79.89
1073,US-2023-103527,2023-09-09,2023-09-14,"Second Class",CC-12220,"Chris Cortes",Consumer,"United States",Chicago,Illinois,60653,Central,OFF-PA-10001622,"Office Supplies",Paper,10.90,3.00,0.20,3.41
1074,US-2023-126403,2023-09-09,2023-09-12,"Second Class",RR-19525,"Rick Reed",Corporate,"United States",Lowell,Massachusetts,1852,East,OFF-PA-10004665,"Office Supplies",Paper,26.20,2.00,0.00,12.84
1075,US-2023-126403,2023-09-09,2023-09-12,"Second Class",RR-19525,"Rick Reed",Corporate,"United States",Lowell,Massachusetts,1852,East,OFF-ST-10000078,"Office Supplies",Storage,1325.85,5.00,0.00,238.65
1076,US-2023-102869,2023-09-09,2023-09-14,"Second Class",LC-17140,"Logan Currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Technology,Accessories,64.70,6.00,0.20,-4.85
1077,US-2023-115196,2023-09-09,2023-09-13,"Standard Class",DL-12925,"Daniel Lacy",Consumer,"United States",Greenville,"North Carolina",27834,South,TEC-MA-10002073,Technology,Machines,1299.99,2.00,0.50,-572.00
1078,US-2023-102869,2023-09-09,2023-09-14,"Second Class",LC-17140,"Logan Currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Technology,Phones,135.52,1.00,0.40,-31.62
1079,US-2023-125731,2023-09-10,2023-09-16,"Standard Class",CL-12565,"Clay Ludtke",Consumer,"United States",Gresham,Oregon,97030,West,FUR-CH-10003973,Furniture,Chairs,1487.04,5.00,0.20,148.70
1080,US-2023-113383,2023-09-10,2023-09-13,"First Class",SF-20065,"Sandra Flanagan",Consumer,"United States",Clifton,"New Jersey",7011,East,FUR-FU-10001986,Furniture,Furnishings,254.90,5.00,0.00,76.47
1081,US-2023-113383,2023-09-10,2023-09-13,"First Class",SF-20065,"Sandra Flanagan",Consumer,"United States",Clifton,"New Jersey",7011,East,OFF-AP-10004532,"Office Supplies",Appliances,81.92,4.00,0.00,22.12
1082,US-2023-138835,2023-09-10,2023-09-14,"Standard Class",DA-13450,"Dianna Arnett","Home Office","United States","Virginia Beach",Virginia,23464,South,OFF-BI-10003314,"Office Supplies",Binders,9.64,2.00,0.00,4.72
1083,US-2023-125731,2023-09-10,2023-09-16,"Standard Class",CL-12565,"Clay Ludtke",Consumer,"United States",Gresham,Oregon,97030,West,OFF-EN-10003072,"Office Supplies",Envelopes,21.73,7.00,0.20,7.60
1084,CA-2023-126438,2023-09-10,2023-09-13,"First Class",AR-10345,"Alex Russell",Corporate,Canada,Montreal,Quebec,H1C,East,OFF-AR-10003338,"Office Supplies",Art,14.88,2.00,0.00,3.72
1085,US-2023-112837,2023-09-11,2023-09-16,"Standard Class",LW-17125,"Liz Willingham",Consumer,"United States",Oxnard,California,93030,West,FUR-FU-10004006,Furniture,Furnishings,127.95,3.00,0.00,21.75
1086,US-2023-116246,2023-09-12,2023-09-17,"Second Class",LW-17215,"Luke Weiss",Consumer,"United States","New York City","New York",10035,East,FUR-CH-10002024,Furniture,Chairs,3785.29,6.00,0.10,420.59
1087,US-2023-119081,2023-09-12,2023-09-19,"Standard Class",TA-21385,"Tom Ashbrook","Home Office","United States",Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,40.56,2.00,0.00,12.98
1088,US-2023-138527,2023-09-12,2023-09-17,"Standard Class",BN-11470,"Brad Norvell",Corporate,"United States",Cary,"North Carolina",27511,South,OFF-AP-10001469,"Office Supplies",Appliances,166.84,5.00,0.20,18.77
1089,US-2023-103702,2023-09-12,2023-09-17,"Standard Class",AF-10885,"Art Foster",Consumer,"United States",Fairfield,Ohio,45014,East,OFF-BI-10002429,"Office Supplies",Binders,63.92,7.00,0.70,-46.88
1090,US-2023-150924,2023-09-12,2023-09-16,"Second Class",PT-19090,"Pete Takahito",Consumer,"United States",Houston,Texas,77070,Central,OFF-BI-10004040,"Office Supplies",Binders,5.18,5.00,0.80,-8.03
1091,US-2023-119081,2023-09-12,2023-09-19,"Standard Class",TA-21385,"Tom Ashbrook","Home Office","United States",Olathe,Kansas,66062,Central,OFF-BI-10004519,"Office Supplies",Binders,331.96,2.00,0.00,149.38
1092,US-2023-138527,2023-09-12,2023-09-17,"Standard Class",BN-11470,"Brad Norvell",Corporate,"United States",Cary,"North Carolina",27511,South,OFF-PA-10001800,"Office Supplies",Paper,10.37,2.00,0.20,3.63
1093,US-2023-119081,2023-09-12,2023-09-19,"Standard Class",TA-21385,"Tom Ashbrook","Home Office","United States",Olathe,Kansas,66062,Central,OFF-SU-10000157,"Office Supplies",Supplies,357.93,3.00,0.00,7.16
1094,US-2023-119081,2023-09-12,2023-09-19,"Standard Class",TA-21385,"Tom Ashbrook","Home Office","United States",Olathe,Kansas,66062,Central,TEC-AC-10001542,Technology,Accessories,57.40,5.00,0.00,10.91
1095,US-2023-138527,2023-09-12,2023-09-17,"Standard Class",BN-11470,"Brad Norvell",Corporate,"United States",Cary,"North Carolina",27511,South,TEC-AC-10002399,Technology,Accessories,15.22,1.00,0.20,2.28
1096,US-2023-101476,2023-09-12,2023-09-13,"First Class",SD-20485,"Shirley Daniels","Home Office","United States","New Rochelle","New York",10801,East,TEC-MA-10000029,Technology,Machines,69.99,1.00,0.00,30.10
1097,US-2023-113859,2023-09-13,2023-09-17,"Standard Class",BC-11125,"Becky Castell","Home Office","United States",Odessa,Texas,79762,Central,FUR-CH-10004698,Furniture,Chairs,340.12,6.00,0.30,-9.72
1098,US-2023-142769,2023-09-13,2023-09-13,"Same Day",RP-19390,"Resi P̦lking",Consumer,"United States",Seattle,Washington,98103,West,FUR-FU-10001918,Furniture,Furnishings,14.19,3.00,0.00,5.53
1099,US-2023-142769,2023-09-13,2023-09-13,"Same Day",RP-19390,"Resi P̦lking",Consumer,"United States",Seattle,Washington,98103,West,OFF-AP-10004785,"Office Supplies",Appliances,22.66,2.00,0.00,9.74
1100,US-2023-145212,2023-09-13,2023-09-19,"Standard Class",DC-12850,"Dan Campbell",Consumer,"United States","New York City","New York",10011,East,OFF-AR-10002833,"Office Supplies",Art,5.46,3.00,0.00,1.47
1101,US-2023-156216,2023-09-13,2023-09-17,"Standard Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-BI-10001679,"Office Supplies",Binders,18.65,7.00,0.70,-12.43
1102,US-2023-126277,2023-09-13,2023-09-18,"Second Class",LH-16900,"Lena Hernandez",Consumer,"United States",Columbus,Ohio,43229,East,OFF-BI-10004022,"Office Supplies",Binders,2.50,3.00,0.70,-2.00
1103,US-2023-142769,2023-09-13,2023-09-13,"Same Day",RP-19390,"Resi P̦lking",Consumer,"United States",Seattle,Washington,98103,West,OFF-FA-10000840,"Office Supplies",Fasteners,5.70,5.00,0.00,2.68
1104,US-2023-142769,2023-09-13,2023-09-13,"Same Day",RP-19390,"Resi P̦lking",Consumer,"United States",Seattle,Washington,98103,West,OFF-PA-10002923,"Office Supplies",Paper,48.94,1.00,0.00,24.47
1105,US-2023-132962,2023-09-13,2023-09-16,"First Class",JM-15535,"Jessica Myrick",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,"Office Supplies",Paper,15.55,3.00,0.20,5.44
1106,US-2023-140039,2023-09-13,2023-09-17,"Standard Class",ON-18715,"Odella Nelson",Corporate,"United States",Tempe,Arizona,85281,West,OFF-ST-10001034,"Office Supplies",Storage,79.40,5.00,0.20,5.96
1107,US-2023-142769,2023-09-13,2023-09-13,"Same Day",RP-19390,"Resi P̦lking",Consumer,"United States",Seattle,Washington,98103,West,OFF-SU-10001574,"Office Supplies",Supplies,7.30,2.00,0.00,2.19
1108,US-2023-142769,2023-09-13,2023-09-13,"Same Day",RP-19390,"Resi P̦lking",Consumer,"United States",Seattle,Washington,98103,West,TEC-AC-10000865,Technology,Accessories,118.00,2.00,0.00,20.06
1109,US-2023-142769,2023-09-13,2023-09-13,"Same Day",RP-19390,"Resi P̦lking",Consumer,"United States",Seattle,Washington,98103,West,TEC-AC-10001606,Technology,Accessories,199.98,2.00,0.00,75.99
1110,US-2023-142769,2023-09-13,2023-09-13,"Same Day",RP-19390,"Resi P̦lking",Consumer,"United States",Seattle,Washington,98103,West,TEC-AC-10003399,Technology,Accessories,144.96,4.00,0.00,60.88
1111,US-2023-132962,2023-09-13,2023-09-16,"First Class",JM-15535,"Jessica Myrick",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Technology,Accessories,252.00,5.00,0.20,53.55
1112,US-2023-127635,2023-09-14,2023-09-18,"Second Class",SC-20260,"Scott Cohen",Corporate,"United States","Corpus Christi",Texas,78415,Central,FUR-FU-10000550,Furniture,Furnishings,9.96,5.00,0.60,-6.72
1113,US-2023-159184,2023-09-14,2023-09-19,"Standard Class",JC-15775,"John Castell",Consumer,"United States",Macon,Georgia,31204,South,FUR-FU-10002878,Furniture,Furnishings,142.40,5.00,0.00,52.69
1114,US-2023-145576,2023-09-14,2023-09-18,"Second Class",CA-12775,"Cynthia Arntzen",Consumer,"United States",Tampa,Florida,33614,South,FUR-FU-10004020,Furniture,Furnishings,13.13,3.00,0.20,3.77
1115,US-2023-160766,2023-09-14,2023-09-14,"Same Day",DM-13015,"Darrin Martin",Consumer,"United States","New York City","New York",10009,East,FUR-TA-10001039,Furniture,Tables,464.29,9.00,0.40,-108.33
1116,US-2023-100853,2023-09-14,2023-09-19,"Standard Class",JB-15400,"Jennifer Braxton",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-AP-10000891,"Office Supplies",Appliances,52.45,2.00,0.80,-131.12
1117,US-2023-160766,2023-09-14,2023-09-14,"Same Day",DM-13015,"Darrin Martin",Consumer,"United States","New York City","New York",10009,East,OFF-AP-10002945,"Office Supplies",Appliances,601.30,2.00,0.00,198.43
1118,US-2023-145576,2023-09-14,2023-09-18,"Second Class",CA-12775,"Cynthia Arntzen",Consumer,"United States",Tampa,Florida,33614,South,OFF-AP-10003914,"Office Supplies",Appliances,13.00,5.00,0.20,1.30
1119,US-2023-127635,2023-09-14,2023-09-18,"Second Class",SC-20260,"Scott Cohen",Corporate,"United States","Corpus Christi",Texas,78415,Central,OFF-BI-10001721,"Office Supplies",Binders,8.55,2.00,0.80,-13.68
1120,US-2023-159184,2023-09-14,2023-09-19,"Standard Class",JC-15775,"John Castell",Consumer,"United States",Macon,Georgia,31204,South,OFF-BI-10001890,"Office Supplies",Binders,7.16,2.00,0.00,3.44
1121,US-2023-160766,2023-09-14,2023-09-14,"Same Day",DM-13015,"Darrin Martin",Consumer,"United States","New York City","New York",10009,East,OFF-EN-10001099,"Office Supplies",Envelopes,68.46,7.00,0.00,31.49
1122,US-2023-113362,2023-09-14,2023-09-19,"Standard Class",AJ-10960,"Astrea Jones",Consumer,"United States",Rochester,"New York",14609,East,OFF-EN-10003845,"Office Supplies",Envelopes,11.07,3.00,0.00,5.09
1123,US-2023-127635,2023-09-14,2023-09-18,"Second Class",SC-20260,"Scott Cohen",Corporate,"United States","Corpus Christi",Texas,78415,Central,OFF-FA-10000053,"Office Supplies",Fasteners,6.05,4.00,0.20,-1.36
1124,US-2023-100853,2023-09-14,2023-09-19,"Standard Class",JB-15400,"Jennifer Braxton",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-LA-10003148,"Office Supplies",Labels,20.16,4.00,0.20,6.55
1125,US-2023-160766,2023-09-14,2023-09-14,"Same Day",DM-13015,"Darrin Martin",Consumer,"United States","New York City","New York",10009,East,OFF-PA-10000213,"Office Supplies",Paper,44.82,9.00,0.00,21.07
1126,US-2023-127635,2023-09-14,2023-09-18,"Second Class",SC-20260,"Scott Cohen",Corporate,"United States","Corpus Christi",Texas,78415,Central,OFF-PA-10004610,"Office Supplies",Paper,6.85,2.00,0.20,2.14
1127,US-2023-113362,2023-09-14,2023-09-19,"Standard Class",AJ-10960,"Astrea Jones",Consumer,"United States",Rochester,"New York",14609,East,OFF-ST-10001809,"Office Supplies",Storage,449.15,5.00,0.00,8.98
1128,US-2023-160766,2023-09-14,2023-09-14,"Same Day",DM-13015,"Darrin Martin",Consumer,"United States","New York City","New York",10009,East,TEC-MA-10003979,Technology,Machines,2799.96,4.00,0.00,1371.98
1129,US-2023-160766,2023-09-14,2023-09-14,"Same Day",DM-13015,"Darrin Martin",Consumer,"United States","New York City","New York",10009,East,TEC-PH-10000526,Technology,Phones,287.97,3.00,0.00,80.63
1130,US-2023-160766,2023-09-14,2023-09-14,"Same Day",DM-13015,"Darrin Martin",Consumer,"United States","New York City","New York",10009,East,TEC-PH-10001536,Technology,Phones,16.99,1.00,0.00,4.42
1131,US-2023-149594,2023-09-15,2023-09-19,"Standard Class",MF-18250,"Monica Federle",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,FUR-FU-10000222,Furniture,Furnishings,103.94,4.00,0.20,16.89
1132,US-2023-138100,2023-09-15,2023-09-20,"Standard Class",AA-10315,"Alex Avila",Consumer,"United States","New York City","New York",10011,East,FUR-FU-10002456,Furniture,Furnishings,14.56,2.00,0.00,6.26
1133,US-2023-138100,2023-09-15,2023-09-20,"Standard Class",AA-10315,"Alex Avila",Consumer,"United States","New York City","New York",10011,East,OFF-PA-10000349,"Office Supplies",Paper,14.94,3.00,0.00,7.02
1134,US-2023-141152,2023-09-16,2023-09-19,"First Class",RF-19345,"Randy Ferguson",Corporate,"United States","New York City","New York",10024,East,OFF-BI-10002931,"Office Supplies",Binders,33.55,1.00,0.20,12.58
1135,US-2023-103940,2023-09-17,2023-09-21,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States",Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,35.34,2.00,0.00,13.43
1136,US-2023-131947,2023-09-17,2023-09-22,"Standard Class",JA-15970,"Joseph Airdo",Consumer,"United States",Springfield,Oregon,97477,West,OFF-AR-10000411,"Office Supplies",Art,38.26,3.00,0.20,4.78
1137,US-2023-131947,2023-09-17,2023-09-22,"Standard Class",JA-15970,"Joseph Airdo",Consumer,"United States",Springfield,Oregon,97477,West,OFF-AR-10001473,"Office Supplies",Art,5.25,2.00,0.20,0.46
1138,US-2023-103940,2023-09-17,2023-09-21,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States",Seattle,Washington,98103,West,OFF-BI-10002735,"Office Supplies",Binders,137.24,5.00,0.20,46.32
1139,US-2023-158638,2023-09-17,2023-09-21,"Standard Class",AG-10765,"Anthony Garverick","Home Office","United States",Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,"Office Supplies",Binders,5.89,4.00,0.70,-4.12
1140,US-2023-112851,2023-09-17,2023-09-21,"Standard Class",NR-18550,"Nick Radford",Consumer,"United States","Chula Vista",California,91911,West,OFF-EN-10001453,"Office Supplies",Envelopes,182.94,3.00,0.00,85.98
1141,US-2023-131947,2023-09-17,2023-09-22,"Standard Class",JA-15970,"Joseph Airdo",Consumer,"United States",Springfield,Oregon,97477,West,OFF-PA-10000246,"Office Supplies",Paper,40.24,5.00,0.20,13.08
1142,US-2023-117170,2023-09-17,2023-09-24,"Standard Class",KT-16465,"Kean Takahito",Consumer,"United States",Raleigh,"North Carolina",27604,South,OFF-PA-10000682,"Office Supplies",Paper,4.62,1.00,0.20,1.68
1143,US-2023-131947,2023-09-17,2023-09-22,"Standard Class",JA-15970,"Joseph Airdo",Consumer,"United States",Springfield,Oregon,97477,West,OFF-PA-10003039,"Office Supplies",Paper,148.70,6.00,0.20,46.47
1144,US-2023-103940,2023-09-17,2023-09-21,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States",Seattle,Washington,98103,West,OFF-ST-10000943,"Office Supplies",Storage,57.93,3.00,0.00,16.22
1145,US-2023-103940,2023-09-17,2023-09-21,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States",Seattle,Washington,98103,West,OFF-ST-10004963,"Office Supplies",Storage,30.28,2.00,0.00,1.21
1146,US-2023-117170,2023-09-17,2023-09-24,"Standard Class",KT-16465,"Kean Takahito",Consumer,"United States",Raleigh,"North Carolina",27604,South,TEC-AC-10001109,Technology,Accessories,47.98,2.00,0.20,13.20
1147,US-2023-131947,2023-09-17,2023-09-22,"Standard Class",JA-15970,"Joseph Airdo",Consumer,"United States",Springfield,Oregon,97477,West,TEC-AC-10004633,Technology,Accessories,55.92,10.00,0.20,16.78
1148,US-2023-131947,2023-09-17,2023-09-22,"Standard Class",JA-15970,"Joseph Airdo",Consumer,"United States",Springfield,Oregon,97477,West,TEC-MA-10004086,Technology,Machines,29.93,5.00,0.70,-21.95
1149,US-2023-168130,2023-09-19,2023-09-19,"Same Day",BS-11365,"Bill Shonely",Corporate,"United States","New York City","New York",10011,East,FUR-CH-10000988,Furniture,Chairs,887.10,7.00,0.10,177.42
1150,US-2023-138177,2023-09-19,2023-09-24,"Standard Class",ND-18460,"Neil Ducich",Corporate,"United States",Chandler,Arizona,85224,West,FUR-TA-10004607,Furniture,Tables,73.92,1.00,0.50,-45.83
1151,US-2023-159849,2023-09-19,2023-09-19,"Same Day",JK-15640,"Jim Kriz","Home Office","United States","San Francisco",California,94110,West,OFF-FA-10000053,"Office Supplies",Fasteners,5.67,3.00,0.00,0.11
1152,US-2023-156601,2023-09-19,2023-09-24,"Standard Class",FA-14230,"Frank Atkinson",Corporate,"United States","Long Beach",California,90805,West,OFF-FA-10000624,"Office Supplies",Fasteners,7.16,2.00,0.00,3.58
1153,US-2023-132787,2023-09-19,2023-09-23,"Standard Class",MC-18130,"Mike Caudle",Corporate,"United States",Seattle,Washington,98115,West,OFF-ST-10001321,"Office Supplies",Storage,92.52,6.00,0.00,24.98
1154,US-2023-127299,2023-09-19,2023-09-24,"Standard Class",JL-15835,"John Lee",Consumer,"United States",Charlotte,"North Carolina",28205,South,OFF-ST-10003722,"Office Supplies",Storage,67.34,6.00,0.20,7.58
1155,US-2023-106992,2023-09-19,2023-09-21,"Second Class",SB-20290,"Sean Braxton",Corporate,"United States",Houston,Texas,77036,Central,TEC-MA-10000822,Technology,Machines,3059.98,3.00,0.40,-510.00
1156,US-2023-127299,2023-09-19,2023-09-24,"Standard Class",JL-15835,"John Lee",Consumer,"United States",Charlotte,"North Carolina",28205,South,TEC-MA-10001127,Technology,Machines,2624.99,3.00,0.50,-944.99
1157,US-2023-106992,2023-09-19,2023-09-21,"Second Class",SB-20290,"Sean Braxton",Corporate,"United States",Houston,Texas,77036,Central,TEC-MA-10003353,Technology,Machines,2519.96,7.00,0.40,-252.00
1158,US-2023-166744,2023-09-20,2023-09-24,"Standard Class",DN-13690,"Duane Noonan",Consumer,"United States",Columbia,Maryland,21044,East,FUR-BO-10001337,Furniture,Bookcases,362.94,3.00,0.00,36.29
1159,US-2023-125997,2023-09-20,2023-09-23,"First Class",MW-18220,"Mitch Webber",Consumer,"United States","New York City","New York",10011,East,FUR-BO-10002213,Furniture,Bookcases,801.57,2.00,0.20,-10.02
